"audio","label","labels","human_label","human_labels","path","dataset_source","split","env","emergency"
"34318.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/34318.wav","zenodo","train","interior","False"
"394772.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/394772.wav","zenodo","train","interior","False"
"34326.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/34326.wav","zenodo","train","interior","False"
"167448.wav","/m/02rtxlg","[""/m/02rtxlg"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/167448.wav","zenodo","train","interior","False"
"26137.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/26137.wav","zenodo","train","interior","False"
"259609.wav","/m/09x0r","[""/m/09x0r"", ""/m/0463cq4"", ""/m/09l8g""]","voice","[""voice"", ""crying""]","zenodo/259609.wav","zenodo","train","interior","False"
"235044.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/235044.wav","zenodo","train","interior","False"
"233028.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/233028.wav","zenodo","train","interior","False"
"233029.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/233029.wav","zenodo","train","interior","False"
"233032.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/233032.wav","zenodo","train","interior","False"
"233034.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/233034.wav","zenodo","train","interior","False"
"161355.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/161355.wav","zenodo","train","interior","False"
"353869.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/353869.wav","zenodo","train","interior","False"
"161359.wav","/m/09x0r","[""/m/09x0r"", ""/m/01j3sz"", ""/m/09l8g""]","voice","[""voice"", ""laughter""]","zenodo/161359.wav","zenodo","train","interior","False"
"161365.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/161365.wav","zenodo","train","interior","False"
"87644.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/87644.wav","zenodo","train","interior","False"
"61036.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/61036.wav","zenodo","train","interior","False"
"61037.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/61037.wav","zenodo","train","interior","False"
"61038.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/61038.wav","zenodo","train","interior","False"
"61039.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/61039.wav","zenodo","train","interior","False"
"44655.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/44655.wav","zenodo","train","interior","False"
"34420.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/34420.wav","zenodo","train","interior","False"
"77428.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77428.wav","zenodo","train","interior","False"
"77429.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77429.wav","zenodo","train","interior","False"
"77430.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77430.wav","zenodo","train","interior","False"
"77431.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77431.wav","zenodo","train","interior","False"
"77432.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77432.wav","zenodo","train","interior","False"
"77433.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77433.wav","zenodo","train","interior","False"
"343675.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/343675.wav","zenodo","train","interior","False"
"77434.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77434.wav","zenodo","train","interior","False"
"77435.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77435.wav","zenodo","train","interior","False"
"77436.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77436.wav","zenodo","train","interior","False"
"77437.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77437.wav","zenodo","train","interior","False"
"77438.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77438.wav","zenodo","train","interior","False"
"77439.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77439.wav","zenodo","train","interior","False"
"56965.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/56965.wav","zenodo","train","interior","False"
"77445.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77445.wav","zenodo","train","interior","False"
"77446.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77446.wav","zenodo","train","interior","False"
"77447.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77447.wav","zenodo","train","interior","False"
"235145.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/235145.wav","zenodo","train","interior","False"
"77448.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77448.wav","zenodo","train","interior","False"
"77449.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77449.wav","zenodo","train","interior","False"
"77450.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77450.wav","zenodo","train","interior","False"
"235149.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/235149.wav","zenodo","train","interior","False"
"77451.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77451.wav","zenodo","train","interior","False"
"77452.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77452.wav","zenodo","train","interior","False"
"77453.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77453.wav","zenodo","train","interior","False"
"77454.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77454.wav","zenodo","train","interior","False"
"77455.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77455.wav","zenodo","train","interior","False"
"77456.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/77456.wav","zenodo","train","interior","False"
"44700.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/44700.wav","zenodo","train","interior","False"
"235169.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/235169.wav","zenodo","train","interior","False"
"339630.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/339630.wav","zenodo","train","interior","False"
"343751.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/343751.wav","zenodo","train","interior","False"
"343752.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/343752.wav","zenodo","train","interior","False"
"343753.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/343753.wav","zenodo","train","interior","False"
"343754.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/343754.wav","zenodo","train","interior","False"
"75509.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/75509.wav","zenodo","train","interior","False"
"335606.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/335606.wav","zenodo","train","interior","False"
"16118.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/16118.wav","zenodo","train","interior","False"
"198407.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/198407.wav","zenodo","train","interior","False"
"79634.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/79634.wav","zenodo","train","interior","False"
"108313.wav","/m/02rtxlg","[""/m/02rtxlg"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/108313.wav","zenodo","train","interior","False"
"257818.wav","/m/07rkbfh","[""/m/07rkbfh"", ""/m/09x0r"", ""/m/09l8g"", ""/t/dd00012""]","voice","[""voice"", ""Human_group_actions""]","zenodo/257818.wav","zenodo","train","interior","False"
"61214.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/61214.wav","zenodo","train","interior","False"
"139041.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/139041.wav","zenodo","train","interior","False"
"32546.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/32546.wav","zenodo","train","interior","False"
"139043.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/139043.wav","zenodo","train","interior","False"
"139045.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/139045.wav","zenodo","train","interior","False"
"139046.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/139046.wav","zenodo","train","interior","False"
"139047.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/139047.wav","zenodo","train","interior","False"
"139048.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/139048.wav","zenodo","train","interior","False"
"139049.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/139049.wav","zenodo","train","interior","False"
"237355.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/237355.wav","zenodo","train","interior","False"
"73523.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/73523.wav","zenodo","train","interior","False"
"241477.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/241477.wav","zenodo","train","interior","False"
"249684.wav","/m/0130jx","[""/m/0130jx"", ""/m/09x0r"", ""/m/09l8g"", ""/t/dd00071""]","water","[""water"", ""voice"", ""Domestic_sounds_and_home_sounds""]","zenodo/249684.wav","zenodo","train","interior","False"
"18274.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18274.wav","zenodo","train","interior","False"
"18277.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18277.wav","zenodo","train","interior","False"
"18278.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18278.wav","zenodo","train","interior","False"
"18279.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18279.wav","zenodo","train","interior","False"
"18280.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18280.wav","zenodo","train","interior","False"
"34667.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/34667.wav","zenodo","train","interior","False"
"18285.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18285.wav","zenodo","train","interior","False"
"18286.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18286.wav","zenodo","train","interior","False"
"18288.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18288.wav","zenodo","train","interior","False"
"18289.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18289.wav","zenodo","train","interior","False"
"241524.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/241524.wav","zenodo","train","interior","False"
"18292.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/18292.wav","zenodo","train","interior","False"
"30622.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/30622.wav","zenodo","train","interior","False"
"30623.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/30623.wav","zenodo","train","interior","False"
"106402.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/106402.wav","zenodo","train","interior","False"
"30627.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/30627.wav","zenodo","train","interior","False"
"69543.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/69543.wav","zenodo","train","interior","False"
"69544.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/69544.wav","zenodo","train","interior","False"
"427963.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/427963.wav","zenodo","train","interior","False"
"405443.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/405443.wav","zenodo","train","interior","False"
"10180.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/10180.wav","zenodo","train","interior","False"
"10181.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/10181.wav","zenodo","train","interior","False"
"10183.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/10183.wav","zenodo","train","interior","False"
"10186.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/10186.wav","zenodo","train","interior","False"
"10188.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/10188.wav","zenodo","train","interior","False"
"10191.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/10191.wav","zenodo","train","interior","False"
"10199.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/10199.wav","zenodo","train","interior","False"
"322314.wav","/m/0130jx","[""/m/0130jx"", ""/m/02jz0l"", ""/m/07swgks"", ""/m/09x0r"", ""/m/07rrlb6"", ""/m/09l8g"", ""/m/04k94"", ""/t/dd00071"", ""/m/0838f""]","water","[""water"", ""voice"", ""Domestic_sounds_and_home_sounds""]","zenodo/322314.wav","zenodo","train","interior","False"
"412039.wav","/m/0l15bq","[""/m/0l15bq"", ""/m/09x0r"", ""/m/09l8g"", ""/m/0k65p""]","laughter","[""laughter"", ""voice"", ""Hands""]","zenodo/412039.wav","zenodo","train","indefinida","False"
"171101.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/171101.wav","zenodo","train","interior","False"
"345325.wav","/m/028ght","[""/m/028ght"", ""/m/0l15bq"", ""/m/09x0r"", ""/m/09l8g"", ""/t/dd00012"", ""/m/0k65p""]","laughter","[""laughter"", ""voice"", ""Human_group_actions"", ""Hands""]","zenodo/345325.wav","zenodo","train","indefinida","False"
"100357.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/100357.wav","zenodo","train","indefinida","True"
"403471.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/403471.wav","zenodo","train","indefinida","True"
"403473.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/403473.wav","zenodo","train","indefinida","True"
"403474.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/403474.wav","zenodo","train","indefinida","True"
"104475.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/104475.wav","zenodo","train","indefinida","True"
"104476.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/104476.wav","zenodo","train","indefinida","True"
"327711.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/327711.wav","zenodo","train","indefinida","True"
"67616.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/67616.wav","zenodo","train","indefinida","True"
"69663.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/019jd"", ""/m/07yv9""]","alert_higth","[""alert_higth"", ""traffic""]","zenodo/69663.wav","zenodo","train","indefinida","True"
"102435.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/102435.wav","zenodo","train","indefinida","True"
"258089.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/258089.wav","zenodo","train","indefinida","True"
"249931.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/249931.wav","zenodo","train","indefinida","True"
"182351.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/182351.wav","zenodo","train","indefinida","True"
"223320.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/223320.wav","zenodo","train","indefinida","True"
"71778.wav","/m/07rjwbb","[""/m/07rjwbb"", ""/m/07pp_mv"", ""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","breathing","[""breathing"", ""alert_higth"", ""traffic""]","zenodo/71778.wav","zenodo","train","interior","False"
"22627.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/22627.wav","zenodo","train","indefinida","True"
"110692.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/07r04"", ""/m/012f08"", ""/m/07yv9""]","alert_higth","[""alert_higth"", ""traffic""]","zenodo/110692.wav","zenodo","train","indefinida","True"
"100459.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/100459.wav","zenodo","train","indefinida","True"
"100460.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/100460.wav","zenodo","train","indefinida","True"
"100461.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/100461.wav","zenodo","train","indefinida","True"
"100462.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/100462.wav","zenodo","train","indefinida","True"
"219244.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/219244.wav","zenodo","train","indefinida","True"
"321676.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/321676.wav","zenodo","train","indefinida","True"
"321677.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/321677.wav","zenodo","train","indefinida","True"
"321678.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/321678.wav","zenodo","train","indefinida","True"
"258193.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/258193.wav","zenodo","train","indefinida","True"
"321684.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/321684.wav","zenodo","train","indefinida","True"
"264346.wav","/m/07cx4","[""/m/07cx4"", ""/m/07pp_mv""]","Telephone","[""Telephone"", ""alert_higth""]","zenodo/264346.wav","zenodo","train","",""
"211103.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/01x3z"", ""/t/dd00077""]","alert_higth","[""alert_higth"", ""alert_low"", ""machine""]","zenodo/211103.wav","zenodo","train","indefinida","True"
"422051.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","alert_higth","[""alert_higth"", ""traffic""]","zenodo/422051.wav","zenodo","train","indefinida","True"
"329893.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/01x3z"", ""/t/dd00077""]","alert_higth","[""alert_higth"", ""alert_low"", ""machine""]","zenodo/329893.wav","zenodo","train","indefinida","True"
"329894.wav","/m/07pp_mv","[""/m/07pp_mv""]","alert_higth","[""alert_higth""]","zenodo/329894.wav","zenodo","train","indefinida","True"
